Datetime,Open,High,Low,Close,Adj_Close,Volume
2025-02-14 12:30:00+05:30,3915.25,3917.5,3913.35009765625,3914.199951171875,3914.199951171875,9313
2025-02-14 12:35:00+05:30,3914.199951171875,3920.75,3912.60009765625,3920.39990234375,3920.39990234375,45101
2025-02-14 12:40:00+05:30,3920.39990234375,3920.75,3917.25,3920.39990234375,3920.39990234375,3948
